#Device;HMC8015
#Device Name;COFFEE
#Format;LOG
#Date;2029-09-15
#Version;01.400-02.430-03.730
#Serial No.;033820106
 #Mode;Unlimited
#Logging Interval[s];1.000
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Start Time;12:52:51
#Stop Time;13:54:06
 #Actual Count;3676        
 URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp
233.70;63.13E-03;6.261;50.043;300;200E-03;14.754;13.359;0.424;3.06;13:06:33.000
233.67;61.85E-03;6.042;50.041;300;200E-03;14.453;13.130;0.418;3.09;13:06:34.000
233.69;61.75E-03;6.104;50.041;300;200E-03;14.431;13.076;0.423;3.05;13:06:35.000
233.71;67.88E-03;6.833;50.039;300;200E-03;15.863;14.316;0.431;3.06;13:06:36.000
233.65;66.93E-03;6.724;50.038;300;200E-03;15.637;14.117;0.430;3.06;13:06:37.000
233.71;60.96E-03;6.108;50.037;300;200E-03;14.247;12.871;0.429;3.02;13:06:38.000
233.72;66.90E-03;6.831;50.036;300;200E-03;15.637;14.066;0.437;3.05;13:06:39.000
233.68;59.28E-03;5.748;50.031;300;200E-03;13.853;12.604;0.415;3.04;13:06:40.000
233.70;61.03E-03;5.999;50.031;300;200E-03;14.262;12.939;0.421;3.01;13:06:41.000
233.74;67.81E-03;6.950;50.032;300;200E-03;15.851;14.246;0.438;2.98;13:06:42.000
233.71;64.76E-03;6.437;50.039;300;200E-03;15.135;13.698;0.425;3.01;13:06:43.000
233.70;68.24E-03;6.940;50.037;300;200E-03;15.948;14.359;0.435;3.00;13:06:44.000
233.74;65.78E-03;6.537;50.037;300;200E-03;15.375;13.916;0.425;3.01;13:06:45.000
233.76;67.54E-03;6.888;50.036;300;200E-03;15.788;14.206;0.436;3.03;13:06:46.000
233.80;64.10E-03;6.467;50.040;300;200E-03;14.986;13.518;0.432;3.01;13:06:47.000
233.82;67.50E-03;6.809;50.037;300;200E-03;15.784;14.240;0.431;2.98;13:06:48.000
233.98;62.27E-03;6.115;50.039;300;200E-03;14.571;13.226;0.420;2.98;13:06:49.000
233.97;65.99E-03;6.560;50.041;300;200E-03;15.440;13.977;0.425;2.97;13:06:50.000
233.92;68.29E-03;6.883;50.039;300;200E-03;15.975;14.416;0.431;2.97;13:06:51.000
234.01;66.80E-03;6.794;50.039;300;200E-03;15.632;14.078;0.435;2.99;13:06:52.000
234.08;62.66E-03;6.147;50.038;300;200E-03;14.668;13.317;0.419;3.00;13:06:53.000
233.94;63.94E-03;6.368;50.045;300;200E-03;14.958;13.535;0.426;2.98;13:06:54.000
233.88;61.91E-03;6.081;50.037;300;200E-03;14.479;13.140;0.420;2.99;13:06:55.000
233.97;60.83E-03;6.018;50.041;300;200E-03;14.233;12.898;0.423;2.96;13:06:56.000
234.00;67.59E-03;6.828;50.039;300;200E-03;15.816;14.267;0.432;2.95;13:06:57.000
233.98;66.49E-03;6.782;50.039;300;200E-03;15.557;14.001;0.436;2.95;13:06:58.000
233.97;68.45E-03;6.873;50.040;300;200E-03;16.015;14.465;0.429;2.96;13:06:59.000
234.00;67.15E-03;6.888;50.044;300;200E-03;15.713;14.122;0.438;2.97;13:07:00.000
233.88;66.29E-03;6.611;50.040;300;200E-03;15.505;14.024;0.426;2.99;13:07:01.000
233.96;67.21E-03;6.857;50.041;300;200E-03;15.725;14.151;0.436;2.96;13:07:02.000
233.95;64.75E-03;6.505;50.035;300;200E-03;15.148;13.680;0.429;2.97;13:07:03.000
233.91;64.93E-03;6.536;50.043;300;200E-03;15.187;13.709;0.430;2.98;13:07:04.000
233.85;66.85E-03;6.642;50.023;300;200E-03;15.633;14.152;0.425;3.02;13:07:05.000
233.87;64.40E-03;6.495;50.048;300;200E-03;15.060;13.588;0.431;2.97;13:07:06.000
233.93;65.99E-03;6.604;50.034;300;200E-03;15.438;13.954;0.428;2.99;13:07:07.000
233.93;67.96E-03;6.856;50.036;300;200E-03;15.899;14.345;0.431;3.02;13:07:08.000
233.93;61.49E-03;6.039;50.041;300;200E-03;14.385;13.056;0.420;3.02;13:07:09.000
233.90;62.50E-03;6.156;50.037;300;200E-03;14.620;13.260;0.421;3.01;13:07:10.000
233.95;68.97E-03;6.932;50.041;300;200E-03;16.135;14.570;0.430;2.99;13:07:11.000
233.93;68.70E-03;6.961;50.027;300;200E-03;16.071;14.486;0.433;2.97;13:07:12.000
233.83;63.09E-03;6.351;50.033;300;200E-03;14.752;13.315;0.431;3.00;13:07:13.000
233.80;61.05E-03;6.030;50.037;300;200E-03;14.273;12.937;0.422;3.04;13:07:14.000
233.89;61.01E-03;6.136;50.022;300;200E-03;14.270;12.883;0.430;2.99;13:07:15.000
233.91;67.84E-03;6.807;50.027;300;200E-03;15.868;14.334;0.429;2.96;13:07:16.000
233.90;67.29E-03;6.740;50.020;300;200E-03;15.739;14.223;0.428;2.96;13:07:17.000
233.88;60.54E-03;6.038;50.016;300;200E-03;14.159;12.806;0.426;2.99;13:07:18.000
233.76;60.73E-03;6.001;50.027;300;200E-03;14.197;12.866;0.423;2.97;13:07:19.000
233.80;65.45E-03;6.610;50.023;300;200E-03;15.302;13.801;0.432;2.97;13:07:20.000
233.76;68.59E-03;6.936;50.022;300;200E-03;16.034;14.456;0.433;3.00;13:07:21.000
233.92;61.87E-03;6.119;50.018;300;200E-03;14.474;13.117;0.423;2.94;13:07:22.000
233.84;60.65E-03;6.088;50.031;300;200E-03;14.183;12.810;0.429;2.94;13:07:23.000
233.87;62.02E-03;6.131;50.018;300;200E-03;14.506;13.146;0.423;2.98;13:07:24.000
233.83;67.17E-03;6.878;50.018;300;200E-03;15.706;14.120;0.438;2.96;13:07:25.000
233.88;62.78E-03;6.170;50.020;300;200E-03;14.683;13.324;0.420;2.97;13:07:26.000
233.82;65.97E-03;6.655;50.022;300;200E-03;15.425;13.916;0.431;3.00;13:07:27.000
233.83;62.45E-03;6.096;50.017;300;200E-03;14.602;13.269;0.417;2.98;13:07:28.000
233.84;68.34E-03;6.858;50.015;300;200E-03;15.979;14.433;0.429;2.96;13:07:29.000
233.91;64.86E-03;6.533;50.022;300;200E-03;15.171;13.692;0.431;3.01;13:07:30.000
233.82;64.48E-03;6.424;50.024;300;200E-03;15.076;13.639;0.426;3.02;13:07:31.000
233.84;60.97E-03;6.029;50.028;300;200E-03;14.256;12.919;0.423;3.01;13:07:32.000
233.81;61.98E-03;6.099;50.021;300;200E-03;14.493;13.147;0.421;3.03;13:07:33.000
233.91;62.43E-03;6.067;50.033;300;200E-03;14.603;13.283;0.415;3.01;13:07:34.000
233.99;60.69E-03;6.059;50.023;300;200E-03;14.200;12.842;0.427;3.01;13:07:35.000
233.98;61.04E-03;6.079;50.025;300;200E-03;14.283;12.925;0.426;3.05;13:07:36.000
233.93;66.91E-03;6.780;50.032;300;200E-03;15.651;14.107;0.433;3.04;13:07:37.000
233.98;64.68E-03;6.532;50.026;300;200E-03;15.134;13.652;0.432;3.02;13:07:38.000
233.98;67.96E-03;6.877;50.024;300;200E-03;15.902;14.338;0.432;3.03;13:07:39.000
234.12;64.21E-03;6.437;50.023;300;200E-03;15.033;13.585;0.428;3.06;13:07:40.000
234.13;67.36E-03;6.865;50.024;300;200E-03;15.771;14.199;0.435;3.05;13:07:41.000
234.19;67.78E-03;6.881;50.015;300;200E-03;15.873;14.304;0.433;3.01;13:07:42.000
234.16;63.35E-03;6.365;50.016;300;200E-03;14.835;13.399;0.429;3.00;13:07:43.000
234.17;56.85E-03;5.592;50.018;300;200E-03;13.312;12.081;0.420;3.01;13:07:44.000
234.14;57.52E-03;5.655;50.015;300;200E-03;13.468;12.223;0.420;2.99;13:07:45.000
234.15;60.84E-03;6.027;50.019;300;200E-03;14.245;12.908;0.423;2.96;13:07:46.000
234.11;61.45E-03;6.052;50.025;300;200E-03;14.386;13.051;0.421;2.99;13:07:47.000
234.14;67.22E-03;6.805;50.022;300;200E-03;15.740;14.193;0.432;3.02;13:07:48.000
234.11;61.83E-03;6.100;50.015;300;200E-03;14.475;13.127;0.421;3.00;13:07:49.000
234.07;63.08E-03;6.290;50.017;300;200E-03;14.764;13.357;0.426;3.01;13:07:50.000
234.09;63.39E-03;6.282;50.019;300;200E-03;14.840;13.445;0.423;2.97;13:07:51.000
234.12;64.37E-03;6.401;50.016;300;200E-03;15.070;13.643;0.425;2.98;13:07:52.000
234.15;63.81E-03;6.272;50.018;300;200E-03;14.941;13.560;0.420;3.00;13:07:53.000
234.15;63.65E-03;6.308;50.009;300;200E-03;14.904;13.504;0.423;3.00;13:07:54.000
234.17;66.72E-03;6.857;50.015;300;200E-03;15.625;14.040;0.439;2.99;13:07:55.000
234.16;68.33E-03;6.768;50.014;300;200E-03;16.000;14.498;0.423;3.00;13:07:56.000
234.16;62.91E-03;6.322;50.013;300;200E-03;14.732;13.306;0.429;2.98;13:07:57.000
234.08;61.92E-03;6.141;50.009;300;200E-03;14.495;13.130;0.424;2.97;13:07:58.000
233.92;62.00E-03;6.026;50.008;300;200E-03;14.503;13.192;0.415;3.02;13:07:59.000
234.00;67.36E-03;6.821;50.011;300;200E-03;15.762;14.210;0.433;2.98;13:08:00.000
234.04;67.64E-03;6.859;50.006;300;200E-03;15.830;14.267;0.433;2.98;13:08:01.000
234.02;68.13E-03;6.907;50.007;300;200E-03;15.943;14.370;0.433;3.01;13:08:02.000
234.02;64.85E-03;6.401;50.003;300;200E-03;15.176;13.760;0.422;2.98;13:08:03.000
233.93;67.49E-03;6.747;49.999;300;200E-03;15.787;14.273;0.427;2.97;13:08:04.000
233.90;64.93E-03;6.601;49.998;300;200E-03;15.186;13.677;0.435;3.00;13:08:05.000
233.86;64.54E-03;6.549;49.997;300;200E-03;15.093;13.598;0.434;3.01;13:08:06.000
233.99;64.70E-03;6.470;49.993;300;200E-03;15.140;13.688;0.427;2.95;13:08:07.000
233.95;61.97E-03;6.119;49.994;300;200E-03;14.497;13.143;0.422;2.93;13:08:08.000
233.83;70.19E-03;7.166;49.990;300;200E-03;16.412;14.765;0.437;2.93;13:08:09.000
233.79;60.16E-03;6.023;49.986;300;200E-03;14.065;12.711;0.428;2.93;13:08:10.000
233.85;61.29E-03;6.067;49.990;300;200E-03;14.333;12.986;0.423;2.93;13:08:11.000
233.78;64.51E-03;6.390;49.992;300;200E-03;15.081;13.660;0.424;2.95;13:08:12.000
233.77;67.84E-03;6.957;49.998;300;200E-03;15.859;14.251;0.439;2.92;13:08:13.000
233.82;65.26E-03;6.473;49.997;300;200E-03;15.259;13.818;0.424;2.98;13:08:14.000
233.81;62.06E-03;6.086;49.996;300;200E-03;14.509;13.171;0.419;2.96;13:08:15.000
233.79;61.22E-03;6.088;49.994;300;200E-03;14.313;12.953;0.425;2.98;13:08:16.000
233.75;62.13E-03;6.208;49.996;300;200E-03;14.522;13.129;0.427;3.00;13:08:17.000
233.70;66.43E-03;6.793;49.995;300;200E-03;15.524;13.959;0.438;3.01;13:08:18.000
233.72;68.53E-03;6.864;50.003;300;200E-03;16.017;14.472;0.429;3.04;13:08:19.000
233.79;59.35E-03;5.864;49.999;300;200E-03;13.875;12.575;0.423;3.03;13:08:20.000
233.78;59.79E-03;5.977;50.000;300;200E-03;13.978;12.636;0.428;3.03;13:08:21.000
233.75;64.03E-03;6.571;49.996;300;200E-03;14.966;13.447;0.439;3.05;13:08:22.000
233.79;66.42E-03;6.780;49.997;300;200E-03;15.528;13.970;0.437;3.03;13:08:23.000
233.72;64.71E-03;6.531;50.000;300;200E-03;15.124;13.641;0.432;3.02;13:08:24.000
233.76;67.28E-03;6.864;49.999;300;200E-03;15.727;14.149;0.436;3.03;13:08:25.000
233.91;67.40E-03;6.879;49.998;300;200E-03;15.766;14.186;0.436;3.02;13:08:26.000
233.96;63.01E-03;6.274;49.997;300;200E-03;14.742;13.340;0.426;3.00;13:08:27.000
233.83;67.81E-03;6.818;49.994;300;200E-03;15.856;14.315;0.430;3.02;13:08:28.000
233.89;66.58E-03;6.830;50.001;300;200E-03;15.573;13.995;0.439;3.00;13:08:29.000
233.96;69.76E-03;7.192;49.999;300;200E-03;16.321;14.651;0.441;3.02;13:08:30.000
233.81;69.29E-03;7.207;49.995;300;200E-03;16.202;14.510;0.445;3.03;13:08:31.000
233.85;65.49E-03;6.700;49.999;300;200E-03;15.314;13.771;0.437;3.04;13:08:32.000
233.83;62.49E-03;6.281;50.000;300;200E-03;14.611;13.192;0.430;3.01;13:08:33.000
233.83;62.99E-03;6.386;49.997;300;200E-03;14.730;13.273;0.434;3.03;13:08:34.000
233.79;60.49E-03;5.975;50.000;300;200E-03;14.141;12.817;0.422;3.02;13:08:35.000
233.81;67.56E-03;6.872;50.000;300;200E-03;15.798;14.225;0.435;3.01;13:08:36.000
233.87;68.77E-03;6.935;50.002;300;200E-03;16.085;14.513;0.431;3.03;13:08:37.000
233.81;65.24E-03;6.621;50.001;300;200E-03;15.254;13.743;0.434;3.05;13:08:38.000
233.77;67.56E-03;6.881;50.004;300;200E-03;15.793;14.215;0.436;3.02;13:08:39.000
233.75;65.28E-03;6.597;50.006;300;200E-03;15.259;13.759;0.432;3.04;13:08:40.000
233.75;67.93E-03;6.876;50.007;300;200E-03;15.879;14.313;0.433;3.08;13:08:41.000
233.77;63.80E-03;6.383;50.004;300;200E-03;14.915;13.481;0.428;3.03;13:08:42.000
233.86;60.49E-03;6.080;50.003;300;200E-03;14.145;12.772;0.430;3.03;13:08:43.000
233.77;68.37E-03;6.884;50.009;300;200E-03;15.983;14.425;0.431;3.07;13:08:44.000
233.77;66.84E-03;6.838;50.006;300;200E-03;15.624;14.048;0.438;3.04;13:08:45.000
233.87;60.72E-03;6.016;50.010;300;200E-03;14.200;12.863;0.424;3.08;13:08:46.000
233.85;67.08E-03;6.797;50.005;300;200E-03;15.687;14.137;0.433;3.06;13:08:47.000
233.85;66.64E-03;6.581;50.013;300;200E-03;15.582;14.124;0.422;3.07;13:08:48.000
233.82;68.24E-03;6.884;50.017;300;200E-03;15.955;14.394;0.431;3.07;13:08:49.000
233.87;65.35E-03;6.639;50.012;300;200E-03;15.283;13.766;0.434;3.06;13:08:50.000
233.80;67.18E-03;6.858;50.014;300;200E-03;15.707;14.131;0.437;3.05;13:08:51.000
233.83;63.15E-03;6.373;50.014;300;200E-03;14.766;13.320;0.432;3.07;13:08:52.000
233.88;68.32E-03;6.918;50.016;300;200E-03;15.979;14.403;0.433;3.09;13:08:53.000
233.80;64.49E-03;6.475;50.017;300;200E-03;15.077;13.616;0.429;3.06;13:08:54.000
233.84;61.26E-03;6.031;50.014;300;200E-03;14.325;12.994;0.421;3.08;13:08:55.000
233.88;66.84E-03;6.867;50.016;300;200E-03;15.632;14.043;0.439;3.03;13:08:56.000
233.85;66.74E-03;6.698;50.018;300;200E-03;15.607;14.097;0.429;3.05;13:08:57.000
233.86;66.98E-03;6.817;50.018;300;200E-03;15.664;14.102;0.435;3.13;13:08:58.000
233.81;67.30E-03;6.763;50.017;300;200E-03;15.735;14.207;0.430;2.98;13:08:59.000
233.89;61.82E-03;6.102;50.015;300;200E-03;14.459;13.108;0.422;3.06;13:09:00.000
233.94;64.41E-03;6.496;50.014;300;200E-03;15.069;13.597;0.431;3.07;13:09:01.000
233.99;65.57E-03;6.607;50.016;300;200E-03;15.344;13.848;0.431;3.05;13:09:02.000
234.01;67.63E-03;6.971;50.023;300;200E-03;15.826;14.208;0.440;3.13;13:09:03.000
233.99;67.19E-03;6.883;50.012;300;200E-03;15.721;14.134;0.438;3.04;13:09:04.000
234.04;67.64E-03;6.886;50.010;300;200E-03;15.829;14.253;0.435;3.08;13:09:05.000
234.11;64.45E-03;6.390;50.007;300;200E-03;15.088;13.668;0.424;3.07;13:09:06.000
234.13;64.74E-03;6.547;50.005;300;200E-03;15.158;13.671;0.432;3.08;13:09:07.000
234.03;67.73E-03;6.870;50.008;300;200E-03;15.851;14.285;0.433;3.05;13:09:08.000
233.99;67.41E-03;6.867;50.008;300;200E-03;15.775;14.202;0.435;3.12;13:09:09.000
234.12;67.55E-03;6.872;50.008;300;200E-03;15.814;14.243;0.435;3.03;13:09:10.000
234.08;62.69E-03;6.280;50.012;300;200E-03;14.675;13.264;0.428;3.05;13:09:11.000
234.07;64.92E-03;6.608;50.005;300;200E-03;15.195;13.683;0.435;3.04;13:09:12.000
233.97;65.96E-03;6.775;50.018;300;200E-03;15.433;13.866;0.439;3.02;13:09:13.000
234.04;63.49E-03;6.408;50.009;300;200E-03;14.860;13.407;0.431;3.01;13:09:14.000
234.05;63.75E-03;6.304;50.008;300;200E-03;14.922;13.524;0.422;3.10;13:09:15.000
234.00;68.85E-03;7.024;50.015;300;200E-03;16.112;14.501;0.436;3.02;13:09:16.000
233.97;65.07E-03;6.566;50.009;300;200E-03;15.224;13.735;0.431;3.08;13:09:17.000
234.00;71.89E-03;7.404;50.019;300;200E-03;16.822;15.105;0.440;3.04;13:09:18.000
233.90;71.40E-03;7.340;50.015;300;200E-03;16.702;15.002;0.439;3.04;13:09:19.000
233.99;67.93E-03;6.895;50.014;300;200E-03;15.895;14.321;0.434;3.03;13:09:20.000
234.09;67.60E-03;6.867;50.021;300;200E-03;15.824;14.256;0.434;2.97;13:09:21.000
234.12;62.56E-03;6.285;50.016;300;200E-03;14.646;13.229;0.429;3.05;13:09:22.000
234.06;67.77E-03;6.894;50.018;300;200E-03;15.862;14.286;0.435;3.01;13:09:23.000
234.03;66.10E-03;6.654;50.010;300;200E-03;15.468;13.964;0.430;3.01;13:09:24.000
234.10;60.56E-03;5.940;50.009;300;200E-03;14.178;12.873;0.419;3.00;13:09:25.000
234.11;66.92E-03;6.704;50.012;300;200E-03;15.666;14.159;0.428;3.01;13:09:26.000
234.03;67.73E-03;6.867;50.013;300;200E-03;15.850;14.285;0.433;2.99;13:09:27.000
234.00;66.14E-03;6.695;50.009;300;200E-03;15.476;13.953;0.433;3.04;13:09:28.000
234.01;66.37E-03;6.785;50.013;300;200E-03;15.531;13.971;0.437;3.00;13:09:29.000
234.03;67.69E-03;6.878;50.003;300;200E-03;15.842;14.270;0.434;3.01;13:09:30.000
234.09;67.79E-03;6.802;50.009;300;200E-03;15.868;14.336;0.429;2.98;13:09:31.000
234.03;68.18E-03;6.769;50.011;300;200E-03;15.956;14.449;0.424;3.00;13:09:32.000
234.02;61.98E-03;6.145;50.000;300;200E-03;14.503;13.137;0.424;3.06;13:09:33.000
234.03;67.07E-03;6.844;50.009;300;200E-03;15.695;14.125;0.436;3.04;13:09:34.000
233.95;63.08E-03;6.226;50.004;300;200E-03;14.757;13.380;0.422;3.04;13:09:35.000
234.10;66.70E-03;6.861;50.015;300;200E-03;15.616;14.028;0.439;3.03;13:09:36.000
234.15;65.04E-03;6.543;50.009;300;200E-03;15.229;13.751;0.430;3.03;13:09:37.000
234.15;62.66E-03;6.298;50.007;300;200E-03;14.673;13.252;0.429;3.03;13:09:38.000
234.12;59.82E-03;5.848;50.011;300;200E-03;14.005;12.726;0.418;3.02;13:09:39.000
234.10;65.93E-03;6.703;50.020;300;200E-03;15.434;13.902;0.434;3.07;13:09:40.000
234.11;68.18E-03;6.922;50.018;300;200E-03;15.962;14.383;0.434;3.05;13:09:41.000
234.10;67.30E-03;6.807;50.013;300;200E-03;15.756;14.209;0.432;3.04;13:09:42.000
234.17;67.73E-03;6.860;50.016;300;200E-03;15.859;14.299;0.433;3.03;13:09:43.000
234.19;67.23E-03;6.757;50.017;300;200E-03;15.745;14.221;0.429;3.02;13:09:44.000
234.15;68.72E-03;6.883;50.019;300;200E-03;16.092;14.546;0.428;3.02;13:09:45.000
234.29;67.07E-03;6.783;50.020;300;200E-03;15.713;14.174;0.432;3.03;13:09:46.000
234.29;67.79E-03;6.843;50.015;300;200E-03;15.884;14.334;0.431;3.06;13:09:47.000
234.30;67.79E-03;6.869;50.015;300;200E-03;15.884;14.322;0.432;3.07;13:09:48.000
234.26;64.91E-03;6.497;50.014;300;200E-03;15.207;13.749;0.427;3.08;13:09:49.000
234.24;66.79E-03;6.683;50.023;300;200E-03;15.644;14.145;0.427;3.04;13:09:50.000
234.24;63.56E-03;6.325;50.008;300;200E-03;14.888;13.477;0.425;3.06;13:09:51.000
234.25;62.85E-03;6.259;50.009;300;200E-03;14.722;13.325;0.425;3.04;13:09:52.000
234.25;62.26E-03;6.206;50.010;300;200E-03;14.584;13.197;0.426;3.03;13:09:53.000
234.15;66.20E-03;6.728;50.007;300;200E-03;15.500;13.964;0.434;3.05;13:09:54.000
234.14;67.21E-03;6.850;50.010;300;200E-03;15.737;14.168;0.435;2.97;13:09:55.000
234.21;66.56E-03;6.688;50.002;300;200E-03;15.588;14.081;0.429;3.02;13:09:56.000
234.22;67.25E-03;6.862;50.002;300;200E-03;15.752;14.179;0.436;3.03;13:09:57.000
234.28;63.27E-03;6.255;49.997;300;200E-03;14.823;13.439;0.422;3.00;13:09:58.000
234.17;63.57E-03;6.315;50.003;300;200E-03;14.886;13.480;0.424;3.04;13:09:59.000
234.17;67.57E-03;6.939;49.994;300;200E-03;15.824;14.221;0.439;3.07;13:10:00.000
234.19;64.75E-03;6.571;49.996;300;200E-03;15.164;13.666;0.433;3.06;13:10:01.000
234.23;61.51E-03;6.124;49.998;300;200E-03;14.407;13.040;0.425;3.06;13:10:02.000
234.17;61.55E-03;6.104;49.996;300;200E-03;14.413;13.056;0.424;3.05;13:10:03.000
234.11;66.97E-03;6.790;49.995;300;200E-03;15.679;14.132;0.433;3.06;13:10:04.000
234.08;66.39E-03;6.715;49.991;300;200E-03;15.541;14.015;0.432;3.07;13:10:05.000
234.19;62.52E-03;6.303;49.986;300;200E-03;14.642;13.216;0.430;3.06;13:10:06.000
234.18;67.75E-03;6.820;49.987;300;200E-03;15.867;14.326;0.430;3.06;13:10:07.000
234.14;65.84E-03;6.634;49.990;300;200E-03;15.415;13.915;0.430;3.06;13:10:08.000
234.17;66.55E-03;6.785;49.990;300;200E-03;15.584;14.029;0.435;3.09;13:10:09.000
234.16;66.55E-03;6.778;49.979;300;200E-03;15.584;14.033;0.435;3.09;13:10:10.000
234.00;67.03E-03;6.806;49.980;300;200E-03;15.685;14.131;0.434;3.09;13:10:11.000
233.95;67.47E-03;6.908;49.982;300;200E-03;15.784;14.192;0.438;3.10;13:10:12.000
233.72;60.60E-03;6.028;49.980;300;200E-03;14.164;12.817;0.426;3.11;13:10:13.000
233.61;67.43E-03;6.907;49.986;300;200E-03;15.753;14.157;0.438;3.11;13:10:14.000
233.52;65.01E-03;6.649;49.983;300;200E-03;15.182;13.648;0.438;3.08;13:10:15.000
233.61;65.71E-03;6.689;49.990;300;200E-03;15.350;13.816;0.436;3.04;13:10:16.000
233.75;60.84E-03;6.027;49.984;300;200E-03;14.221;12.880;0.424;3.09;13:10:17.000
233.87;66.64E-03;6.847;49.985;300;200E-03;15.585;14.001;0.439;3.10;13:10:18.000
233.81;65.54E-03;6.598;49.988;300;200E-03;15.324;13.830;0.431;3.14;13:10:19.000
233.71;66.81E-03;6.867;49.987;300;200E-03;15.614;14.023;0.440;3.15;13:10:20.000
233.85;61.55E-03;6.171;49.989;300;200E-03;14.393;13.004;0.429;3.12;13:10:21.000
233.92;63.50E-03;6.358;49.988;300;200E-03;14.854;13.424;0.428;3.12;13:10:22.000
233.81;70.87E-03;7.309;50.002;300;200E-03;16.571;14.872;0.441;3.02;13:10:23.000
233.87;64.91E-03;6.496;49.987;300;200E-03;15.182;13.722;0.428;3.07;13:10:24.000
233.87;65.19E-03;6.578;49.987;300;200E-03;15.245;13.753;0.431;3.05;13:10:25.000
234.02;64.06E-03;6.484;49.981;300;200E-03;14.991;13.517;0.433;3.07;13:10:26.000
233.88;65.54E-03;6.627;49.987;300;200E-03;15.329;13.822;0.432;3.08;13:10:27.000
233.73;67.61E-03;6.888;49.985;300;200E-03;15.803;14.223;0.436;3.06;13:10:28.000
233.83;61.37E-03;6.195;49.983;300;200E-03;14.350;12.944;0.432;3.02;13:10:29.000
233.78;67.07E-03;6.826;49.981;300;200E-03;15.679;14.115;0.435;3.01;13:10:30.000
233.83;65.76E-03;6.580;49.989;300;200E-03;15.377;13.898;0.428;3.01;13:10:31.000
233.97;65.56E-03;6.579;49.979;300;200E-03;15.338;13.856;0.429;2.97;13:10:32.000
233.89;64.83E-03;6.473;49.979;300;200E-03;15.162;13.711;0.427;2.95;13:10:33.000
234.07;67.51E-03;6.945;49.978;300;200E-03;15.801;14.193;0.440;2.97;13:10:34.000
234.15;67.68E-03;6.878;49.979;300;200E-03;15.846;14.276;0.434;3.00;13:10:35.000
234.18;62.71E-03;6.309;49.979;300;200E-03;14.684;13.260;0.430;3.04;13:10:36.000
234.06;67.40E-03;6.861;49.980;300;200E-03;15.774;14.204;0.435;3.07;13:10:37.000
234.04;67.70E-03;6.851;49.985;300;200E-03;15.845;14.287;0.432;3.07;13:10:38.000
234.03;62.93E-03;6.316;49.985;300;200E-03;14.727;13.304;0.429;3.15;13:10:39.000
234.04;66.02E-03;6.752;49.988;300;200E-03;15.450;13.897;0.437;3.09;13:10:40.000
234.09;65.91E-03;6.760;49.985;300;200E-03;15.430;13.870;0.438;3.10;13:10:41.000
234.16;66.46E-03;6.861;49.991;300;200E-03;15.562;13.967;0.441;3.07;13:10:42.000
234.19;66.07E-03;6.704;49.992;300;200E-03;15.473;13.945;0.433;3.09;13:10:43.000
234.15;59.84E-03;5.935;49.994;300;200E-03;14.010;12.691;0.424;3.05;13:10:44.000
234.23;61.21E-03;6.151;49.996;300;200E-03;14.336;12.950;0.429;3.05;13:10:45.000
234.14;67.70E-03;6.918;49.994;300;200E-03;15.851;14.262;0.436;3.07;13:10:46.000
234.18;67.57E-03;6.845;49.999;300;200E-03;15.824;14.266;0.433;3.05;13:10:47.000
234.14;63.36E-03;6.347;50.004;300;200E-03;14.836;13.409;0.428;3.07;13:10:48.000
234.08;67.41E-03;6.874;50.002;300;200E-03;15.779;14.204;0.436;3.04;13:10:49.000
234.18;63.97E-03;6.476;50.005;300;200E-03;14.982;13.510;0.432;3.05;13:10:50.000
234.20;68.37E-03;6.875;50.005;300;200E-03;16.012;14.461;0.429;3.03;13:10:51.000
234.27;63.89E-03;6.464;50.006;300;200E-03;14.968;13.501;0.432;3.05;13:10:52.000
234.20;67.14E-03;6.842;50.001;300;200E-03;15.725;14.158;0.435;3.02;13:10:53.000
234.27;67.07E-03;6.923;50.009;300;200E-03;15.712;14.104;0.441;3.03;13:10:54.000
234.29;62.64E-03;6.280;50.009;300;200E-03;14.675;13.264;0.428;3.02;13:10:55.000
234.20;65.19E-03;6.578;50.010;300;200E-03;15.269;13.779;0.431;3.02;13:10:56.000
234.26;63.33E-03;6.352;50.007;300;200E-03;14.836;13.408;0.428;3.03;13:10:57.000
234.28;61.85E-03;6.241;50.008;300;200E-03;14.490;13.077;0.431;3.00;13:10:58.000
234.39;61.47E-03;6.036;50.008;300;200E-03;14.409;13.083;0.419;3.01;13:10:59.000
234.35;67.76E-03;6.878;50.002;300;200E-03;15.880;14.313;0.433;2.99;13:11:00.000
234.23;62.01E-03;6.122;50.009;300;200E-03;14.525;13.172;0.421;2.99;13:11:01.000
234.25;64.00E-03;6.445;50.003;300;200E-03;14.991;13.535;0.430;3.01;13:11:02.000
234.21;67.84E-03;6.907;50.011;300;200E-03;15.888;14.309;0.435;3.09;13:11:03.000
234.30;68.19E-03;6.919;50.005;300;200E-03;15.976;14.400;0.433;3.02;13:11:04.000
234.27;66.81E-03;6.818;50.003;300;200E-03;15.652;14.090;0.436;3.02;13:11:05.000
234.27;68.00E-03;6.866;50.008;300;200E-03;15.931;14.375;0.431;3.02;13:11:06.000
234.24;62.91E-03;6.321;50.007;300;200E-03;14.737;13.312;0.429;3.02;13:11:07.000
